Dino Number,Image,Classification,Level,Breeding Charges,Trait Count,Background,Body,Face,Headwear,Eyes,Clothes,Accessory
153,https://img.dapperdinos.com/dinos/SVxXUuG2ZBDc2T9.png,OG,5,5,7,Elegant Red,Teal,Toothy Smile,Cycling Cap Bonehead,Blush,Tshirt Black,3D Glasses
154,https://img.dapperdinos.com/dinos/TgiI1LOdD3Xcwdp.png,OG,5,5,6,Spiffy Blue,Teal,Tongue,Soldier,Bliss,Ascot,<none>
155,https://img.dapperdinos.com/dinos/h7PABKJAoiTmOKr.png,OG,5,5,6,Elegant Red,Teal,Unimpressed,Dino Helmet,Happy,<none>,Sunglasses
156,https://img.dapperdinos.com/dinos/MPUQ9qoIND7zvMa.png,OG,5,5,7,Fly Magenta,Teal Spotted,Derpy,High Top Fade,Allergies,Tracksuit Spotted,Nosehorn
157,https://img.dapperdinos.com/dinos/DgdB6pHOO8VHBOd.png,OG,5,5,7,Elegant Red,Blue Spotted,Toothy Smile,Jiangshi,Bliss Lashes,Basketball Jersey,Nosehorn Gold
158,https://img.dapperdinos.com/karmacollective/K177.png,Karma,5,6,7,Bakeroner Yellow 3,Green,Two Tooth,Short Hair Blonde,Bliss,Robe,<none>
159,https://img.dapperdinos.com/dinos/U9eVpJNnfehxSf8.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Egghead,Happy,Spiked Jacket,<none>
160,https://img.dapperdinos.com/dinos/THh8TNAgS5RB4ap.png,OG,5,5,6,Spiffy Blue,Yellow Spotted,Happy,Dino Grabber,Mask Dead,Tshirt Camo,<none>
161,https://img.dapperdinos.com/dinos/OELXJeSlR6JLcts.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Cycling Cap,Laser,Tshirt Black,<none>
162,https://img.dapperdinos.com/dinos/PlhmjrP5N1GvYVc.png,OG,5,5,7,Crisp Green,Yellow,Happy,Soldier,Mask Hypno,Hoodie Grey,Nosehorn
163,https://img.dapperdinos.com/dinos/4u9ZTGZ7KBqQ1f8.png,OG,5,5,6,Nifty Yellow,Green,Toothy Smile,Spikes Bone,Laser,Pepe Jacket Tshirt,<none>
164,https://img.dapperdinos.com/dinos/rrAepUaS4vyVQbH.png,OG,5,5,7,Fly Magenta,Green,Toothy Smile,Horns Broken,Mask Hearts,Turtleneck,3D Glasses
165,https://img.dapperdinos.com/dinos/UflgMK5pwrIw8a0.png,OG,5,5,6,Dapper Cyan,Teal,Happy,Bucket Hat,Mask Hypno,Suit Grey,<none>
166,https://img.dapperdinos.com/dinos/SovXNBLoZXwApxL.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Short Hair Brown,Hearts,Spiked Jacket,<none>
167,https://img.dapperdinos.com/karmacollective/K104.png,Karma,5,6,8,Rich Tu Green,Grey,Derpy,Cap Neon,Mask Happy,Pirate,3D Glasses
168,https://img.dapperdinos.com/dinos/LKBA3F96FJMdzlQ.png,OG,5,5,6,Spiffy Blue,Grey,Grin,Cycling Cap,Chill Lashes,Scarf,<none>
169,https://img.dapperdinos.com/dinos/ONfSCexLr79SnGQ.png,OG,5,5,6,Crisp Green,Teal,Derpy,Fro Sparkle,Happy Lashes,Cowboy Vest,<none>
170,https://img.dapperdinos.com/dinos/jA9JrzMqpHfPB0c.png,OG,5,5,5,Fly Magenta,Bubblegum,Bubblegum Split,<none>,<none>,Turtleneck,Chain
171,https://img.dapperdinos.com/dinos/hr2cyOS2nuAdV1n.png,OG,5,5,7,Crisp Green,Teal,Unimpressed,Bucket Hat,Chill Lashes,Polo Tiger,Pipe
172,https://img.dapperdinos.com/dinos/cIVdKDGWJ2qGeQS.png,OG,5,5,7,Crisp Green,Blue,Happy,Bonehead,Happy Lashes,Polo Pink,Sunglasses White
173,https://img.dapperdinos.com/dinos/im0ekrwXJnWcNDP.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Cycling Cap Bonehead,Cyclops Lashes,Polo Pink,<none>
174,https://img.dapperdinos.com/dinos/jXxSwBp8DseJi0Q.png,OG,5,5,7,Crisp Green,Green,Happy,Cap Red Backwards,Happy Lashes,Tshirt Black,Eyepatch
175,https://img.dapperdinos.com/dinos/VNxmX4kBMflJzv2.png,OG,5,5,6,Dapper Cyan,Blue Spotted,Happy,Tophat,Mask Dead,Tshirt Black,<none>
176,https://img.dapperdinos.com/dinos/dNRcunjYzNRTW9E.png,OG,5,5,7,Spiffy Blue,Blue,Happy,British,Bliss Lashes,Varsity Jacket,Nosehorn
177,https://img.dapperdinos.com/dinos/LjoGoJ7D640w6Os.png,OG,5,5,6,Dapper Cyan,Blue,Tongue,Cycling Cap,Mask Happy,Polo Pink,<none>
178,https://img.dapperdinos.com/dinos/rRANnZRudqSJgKu.png,OG,5,5,6,Spiffy Blue,Grey,Tongue,Motorcycle Helmet,Blush,Polo Tiger,<none>
179,https://img.dapperdinos.com/dinos/zlHFJGjAGmn9R14.png,OG,5,5,6,Spiffy Blue,Yellow,Happy,Cycling Cap,Mask Hypno,Grandmas Sweater,<none>
180,https://img.dapperdinos.com/dinos/gUkcsBDszhHFfAV.png,OG,5,5,6,Snazzy Orange,Green,Happy Beard,Captain,Hollow,Tshirt Camo,<none>
181,https://img.dapperdinos.com/dinos/KOpCfzePpQ4tcsl.png,OG,5,5,5,Dapper Cyan,Charcoal,Happy,Grey Hair Sweep,Happy,<none>,<none>
182,https://img.dapperdinos.com/dinos/2PkEdfseCqlclJf.png,OG,5,5,7,Nifty Yellow,Charcoal Spotted,Happy,Jiangshi,Bliss,Polo Tiger,Sunglasses White
183,https://img.dapperdinos.com/dinos/0lF6J5kVNnAmjBR.png,OG,5,5,7,Crisp Green,Blue,Unimpressed,Bowler Green,Mask Chill,Tshirt Camo,Pipe
184,https://img.dapperdinos.com/dinos/06QY9UYd8cbtkS2.png,OG,5,5,6,Dapper Cyan,Green Spotted,Happy,Rosies Red Bandana,Happy,Labcoat,<none>
185,https://img.dapperdinos.com/karmacollective/K469.png,Karma,5,6,7,Rich Tu Green,Grey Spotted,Tongue,Short Hair Blonde,Mask Happy,Tiedye,<none>
186,https://img.dapperdinos.com/dinos/vfXuwjmbswr3v69.png,OG,5,5,7,Snazzy Orange,Grey Spotted,Tongue,Cycling Cap,Chill,Ascot,Nosehorn
187,https://img.dapperdinos.com/dinos/JG4KHdWTXQWqlUD.png,OG,5,5,6,Spiffy Blue,Charcoal Spotted,Happy,Spikes Glass,Happy,Flannel,<none>
188,https://img.dapperdinos.com/dinos/0DYwQR2g5WhXmRa.png,OG,5,5,6,Snazzy Orange,Teal,Derpy,<none>,Mask Chill,Suit Dapper Grey,Nosehorn
189,https://img.dapperdinos.com/dinos/KB2Kuws4b8LlaNm.png,OG,5,5,7,Fly Magenta,Green,Unimpressed,Short Hair Blonde,Chill Lashes,Qipao,3D Glasses
190,https://img.dapperdinos.com/dinos/JLIrP8U7za16Nlp.png,OG,5,5,7,Nifty Yellow,Charcoal Spotted,Happy,Jiangshi,Happy Lashes,Hoodie Grey,Eyepatch
191,https://img.dapperdinos.com/dinos/rUncfB6FbTfSHsX.png,OG,5,5,6,Dapper Cyan,Grey Spotted,Happy,Fro,Mask Chill,Suit Grey,<none>
192,https://img.dapperdinos.com/dinos/l580zoFL5bPvmoh.png,OG,5,5,6,Spiffy Blue,Teal,Derpy,Brain,Happy,Tracksuit Spotted,<none>
193,https://img.dapperdinos.com/dinos/btwfVmHtXlmGPTt.png,OG,5,5,6,Crisp Green,Grey Spotted,Toothy Smile,Digger Hat,Chill Lashes,Toga,<none>
194,https://img.dapperdinos.com/dinos/0oyvJiOFsJ9PGRa.png,OG,5,5,7,Crisp Green,Charcoal,Happy,Rosies Red Bandana,Hearts,Flannel,Sunglasses White
195,https://img.dapperdinos.com/dinos/OfdpJQXiiYu5lvg.png,OG,5,5,7,Snazzy Orange,Yellow,Grin,Cycling Cap Bonehead,Mask Happy,Ascot,Sunglasses White
196,https://img.dapperdinos.com/dinos/p5GR5hvJBzM8Rg3.png,OG,5,5,6,Crisp Green,Grey,Happy,<none>,Blush,Pepe Jacket,Eyepatch
197,https://img.dapperdinos.com/karmacollective/K42.png,Karma,5,6,8,Rich Tu Teal,Grey,Tongue,Cap Red Backwards,Bliss,Polo Tiger,Monocle
198,https://img.dapperdinos.com/dinos/7jRmBuGfvCzIJ3t.png,OG,5,5,7,Nifty Yellow,Teal Spotted,Happy,Cowboy Hat,Mask Happy,Varsity Jacket,Nosehorn
199,https://img.dapperdinos.com/dinos/Kotox9mkmcN0vPl.png,OG,5,5,6,Crisp Green,Teal Spotted,Tongue,Cap Grey,Hypno,Tracksuit Spotted,<none>
200,https://img.dapperdinos.com/karmacollective/K402.png,Karma,5,6,7,Bakeroner Yellow 3,Grey,Happy,Jiangshi,Bliss Lashes,Qipao,<none>
201,https://img.dapperdinos.com/dinos/vvRFnxFlr23nEA7.png,OG,5,5,6,Crisp Green,Charcoal Spotted,Tongue,Donut,Mask Chill,Polo Teal,<none>
202,https://img.dapperdinos.com/karmacollective/K244.png,Karma,5,6,7,Rich Tu Yellow,Blue Spotted,Unimpressed,Bowler Black,Mask Chill,<none>,Pipe
203,https://img.dapperdinos.com/dinos/FoxQR2oFMUS3TZH.png,OG,5,5,7,Elegant Red,Teal,Tongue,High Top Fade Halo,Chill,Polo Tiger,Sunglasses White
204,https://img.dapperdinos.com/karmacollective/K434.png,Karma,5,6,7,Bakeroner Green 2,Green Spotted,Happy,Grey Hair Sweep,Happy,Tracksuit Spotted,<none>
205,https://img.dapperdinos.com/dinos/b6qc1ZXalqmu0ze.png,OG,5,5,7,Elegant Red,Yellow,Toothy Smile,King Bonehead,Allergies,Grandmas Sweater,Sunglasses
206,https://img.dapperdinos.com/dinos/8qb5j7QqG4OQyfp.png,OG,5,5,6,Crisp Green,Grey Spotted,Tongue,Karate,Mask Dead,Basketball Jersey,<none>
207,https://img.dapperdinos.com/dinos/DsGjiwkDLzz8diX.png,OG,5,5,7,Snazzy Orange,Green,Tongue,Long Hair Brown,Mask Happy,Polo Teal,Sunglasses White
208,https://img.dapperdinos.com/dinos/jSV62jDiht3Tt2u.png,OG,5,5,7,Spiffy Blue,Blue,Tongue,High Top Fade Stars,Bliss,Crew Neck Pink,Pearls
209,https://img.dapperdinos.com/dinos/98bnN6tHMTVVeSY.png,OG,5,5,7,Fly Magenta,Blue Spotted,Unimpressed,Digger Hat Bonehead,Mask Happy,Tracksuit Spotted,Sunglasses White
210,https://img.dapperdinos.com/dinos/wzDaCl2tTildoBZ.png,OG,5,5,7,Elegant Red,Green Spotted,Tongue,Long Hair Brown,Hearts,Polo Teal,Nosehorn
211,https://img.dapperdinos.com/dinos/dkdNSJGvsVXlcDD.png,OG,5,5,6,Dapper Cyan,Grey,Happy,Motorcycle Helmet,Popped Dead,Tshirt Black,<none>
212,https://img.dapperdinos.com/dinos/RV0qCjzhUc4GimW.png,OG,5,5,5,Dapper Cyan,Grey,Happy,Astronaut Helmet Open,Chill Lashes,<none>,<none>
213,https://img.dapperdinos.com/dinos/Gg62B8PRjiC1IdM.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,Chefs Hat,Happy,Polo Tiger,<none>
214,https://img.dapperdinos.com/dinos/ZIUvkBZvp9ecoG4.png,OG,5,5,6,Dapper Cyan,Green Spotted,Tongue,Wizard Hat,Happy Lashes,Suit Navy,<none>
215,https://img.dapperdinos.com/dinos/iuoKyGAqG9i7dXB.png,OG,5,5,7,Snazzy Orange,Charcoal,Toothy Smile,Stars,Cyclops,Spiked Jacket,Chain
216,https://img.dapperdinos.com/dinos/oBCBnIeaIjRbWyp.png,OG,5,5,6,Spiffy Blue,Blue,Derpy,Bucket Hat,Cyclops,Varsity Jacket,<none>
217,https://img.dapperdinos.com/dinos/9Y0xx4eiaTKBCtb.png,OG,5,5,6,Snazzy Orange,Teal Spotted,Happy,Dino Helmet,Popped Dead,<none>,Pearls
218,https://img.dapperdinos.com/dinos/9ubZYw5BtrgT7W4.png,OG,5,5,5,Dapper Cyan,Grey Spotted,Happy,Donut Horns,Happy,<none>,<none>
219,https://img.dapperdinos.com/dinos/tTDwCcc8K9RPey4.png,OG,5,5,6,Snazzy Orange,Charcoal,Grin,Long Hair Blonde,Chill,<none>,Sunglasses White
220,https://img.dapperdinos.com/dinos/sikpuNKRgo6F3kj.png,OG,5,5,7,Snazzy Orange,Teal,Happy,Captain Holo,Happy,Hoodie Grey,3D Glasses
221,https://img.dapperdinos.com/dinos/VrvzXpcL1T5g0yU.png,OG,5,5,6,Dapper Cyan,Blue,Tongue,Digger Hat Bonehead,Hearts,Hoodie Grey,<none>
222,https://img.dapperdinos.com/dinos/GNg5iBOsMLTbx1E.png,OG,5,5,6,Crisp Green,Charcoal,Grin,Cap Neon,Mask Hearts,Suit Navy,<none>
223,https://img.dapperdinos.com/dinos/5GrQL575i8yoWaw.png,OG,5,5,5,Spiffy Blue,Yellow,Grin,Cap Red Backwards,Hollow,<none>,<none>
224,https://img.dapperdinos.com/dinos/VK5FPv9UPrn6LpI.png,OG,5,5,7,Snazzy Orange,Grey Spotted,Happy,Fro Sparkle,Hearts,Tracksuit Spotted,Nosehorn
225,https://img.dapperdinos.com/dinos/ZN2IEfAYHV2qUf1.png,OG,5,5,7,Fly Magenta,Charcoal,Derpy,Short Hair Blonde,Blush,Crew Neck Pink,Eyepatch
226,https://img.dapperdinos.com/dinos/RGmTxzMPSQZiwAi.png,OG,5,5,7,Crisp Green,Yellow,Tongue,Fro,Hypno,Varsity Jacket,3D Glasses
227,https://img.dapperdinos.com/dinos/8q639CEQ5YeF969.png,OG,5,5,6,Crisp Green,Yellow,Happy,Horns Broken,Laser,<none>,Nosehorn Gold
228,https://img.dapperdinos.com/dinos/pFKuW5D4dp2xMYl.png,OG,5,5,7,Crisp Green,Green,Happy,Cap Camo,Bliss Lashes,Suspenders,Nosehorn Gold
229,https://img.dapperdinos.com/dinos/wewMi6AycXK3TAr.png,OG,5,5,7,Crisp Green,Yellow,Happy,Bonehead,Bliss Lashes,Labcoat,Sunglasses
230,https://img.dapperdinos.com/dinos/PpLwbJ41DmBcl3J.png,OG,5,5,7,Crisp Green,Blue,Happy,Digger Hat Bonehead,Mask Hypno,Pepe Jacket,Nosehorn
231,https://img.dapperdinos.com/dinos/arVjP6mpGdgIQoU.png,OG,5,5,7,Snazzy Orange,Blue,Grin,Grey Beanie,Cyclops,Varsity Jacket,Nosehorn Gold
232,https://img.dapperdinos.com/dinos/YnQ8eEJ7I8TjTvQ.png,OG,5,5,7,Crisp Green,Green Spotted,Happy,Brain,Happy Lashes,Suit Navy,Nosehorn Gold
233,https://img.dapperdinos.com/dinos/Jsn1csmyvtV1fYL.png,OG,5,5,6,Snazzy Orange,Lava,Derpy,Tophat,Chill Lashes,Pepe Jacket Tshirt,<none>
234,https://img.dapperdinos.com/dinos/kMe6hW4UYcNGaci.png,OG,5,5,6,Crisp Green,Teal,Toothy Smile,Donut Bonehead,Allergies,Pirate,<none>
235,https://img.dapperdinos.com/dinos/8l4xxVy4RW9NlvN.png,OG,5,5,7,Crisp Green,Yellow,Unimpressed,Dino Helmet,Cyclops Lashes,Suit Grey,Wheat
236,https://img.dapperdinos.com/dinos/ek8VFXToIaaojoN.png,OG,5,5,6,Dapper Cyan,Grey,Happy,Tophat,Bliss,Polo Pink,<none>
237,https://img.dapperdinos.com/dinos/ljLO3ya7vF7kO5u.png,OG,5,5,6,Spiffy Blue,Blue,Happy,<none>,Chill,Polo Pink,Sunglasses White
238,https://img.dapperdinos.com/dinos/xtVzChiPbvK5noQ.png,OG,5,5,6,Spiffy Blue,Teal,Toothy Smile,Tophat,Happy,Hoodie Grey,<none>
239,https://img.dapperdinos.com/karmacollective/K481.png,Karma,5,6,7,Bakeroner Green 3,Green,Happy,Cap Grey,Chill Lashes,Ascot,<none>
240,https://img.dapperdinos.com/dinos/0XweflZN286vcwq.png,OG,5,5,6,Dapper Cyan,Grey,Happy,Stars,Laser,Suit Grey,<none>
241,https://img.dapperdinos.com/dinos/8ECCLzkwTWYuQaX.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Cap Neon,Mask Happy,Qipao,<none>
242,https://img.dapperdinos.com/dinos/Fr4wWyAiCDnYwsw.png,OG,5,5,6,Crisp Green,Yellow Spotted,Grin,Donut Bonehead,Mask Dead,Spiked Jacket,<none>
243,https://img.dapperdinos.com/dinos/Uq5f09PgSZAaWyF.png,OG,5,5,7,Nifty Yellow,Yellow Spotted,Happy,Fedora,Mask Dead,Pepe Jacket Tshirt,Monocle
244,https://img.dapperdinos.com/dinos/F1qvcD88WysGfuZ.png,OG,5,5,7,Nifty Yellow,Green Spotted,Happy,Jiangshi,Hearts,Labcoat,Eyepatch
245,https://img.dapperdinos.com/dinos/TwmTdzCId3vSdi0.png,OG,5,5,6,Spiffy Blue,Green Spotted,Grin,Stars,Mask Chill,Suit Grey,<none>
246,https://img.dapperdinos.com/karmacollective/K343.png,Karma,5,6,7,Bakeroner Green 2,Yellow Spotted,Happy,Captain,Bliss Lashes,Suit Navy,<none>
247,https://img.dapperdinos.com/dinos/G0aTWAnJS2vfg0p.png,OG,5,5,5,Spiffy Blue,Green,Derpy,Brain,Hearts,<none>,<none>
248,https://img.dapperdinos.com/dinos/Vla48e8yczox9bW.png,OG,5,5,7,Elegant Red,Grey,Toothy Smile,Horns,Cyclops,Chef,Nosehorn
249,https://img.dapperdinos.com/dinos/sxy5Qa0kc4Rr6ye.png,OG,5,5,7,Crisp Green,Yellow Spotted,Happy,Cap Grey,Happy,Basketball Jersey,Sunglasses White
250,https://img.dapperdinos.com/dinos/5Ru97S17pW7zS5p.png,OG,5,5,7,Spiffy Blue,Green,Happy,Dino Helmet Bonehead,Chill Lashes,Varsity Jacket,3D Glasses
251,https://img.dapperdinos.com/dinos/mA0tgNbAqquV0bt.png,OG,5,5,6,Crisp Green,Teal Spotted,Happy,British,Hollow,Toga,<none>
252,https://img.dapperdinos.com/dinos/onIeJlpK0vHj0aO.png,OG,5,5,7,Snazzy Orange,Blue,Grin,Digger Hat,Popped Dots,Ascot,Nosehorn
253,https://img.dapperdinos.com/dinos/xhRBQIlR83fm3dx.png,OG,5,5,7,Elegant Red,Yellow Spotted,Tongue,British,Hollow,Flannel,Nosehorn
254,https://img.dapperdinos.com/dinos/ypYTjbO01nSlA6D.png,OG,5,5,7,Snazzy Orange,Grey,Unimpressed,Bonehead Silver,Allergies,Polo Pink,Wheat
255,https://img.dapperdinos.com/dinos/Rzyv2FWmrjdnmMR.png,OG,5,5,6,Elegant Red,Charcoal,Two Tooth Beard,King,Laser,Flannel,<none>
256,https://img.dapperdinos.com/dinos/E2d2TXDBovh9UvO.png,OG,5,5,7,Nifty Yellow,Blue Spotted,Unimpressed,High Top Fade,Mask Chill,Flannel,Pipe
257,https://img.dapperdinos.com/dinos/m2yrc8LhqFUEUgB.png,OG,5,5,7,Spiffy Blue,Blue,Two Tooth,Digger Hat,Happy Lashes,Crew Neck Pink,Pearls
258,https://img.dapperdinos.com/dinos/iqBZ1QsQPzOOkcB.png,OG,5,5,7,Spiffy Blue,Yellow,Happy,Wizard Hat,Chill,Flannel,Monocle
259,https://img.dapperdinos.com/dinos/xMFRXSSYyAtR92K.png,OG,5,5,6,Spiffy Blue,Yellow Spotted,Tongue,Donut Horns,Blush,Suit Dapper Grey,<none>
260,https://img.dapperdinos.com/dinos/nIswOnsKS3SDcnI.png,OG,5,5,6,Snazzy Orange,Charcoal,Derpy,Spikes Gold,Popped Hearts,Cowboy Vest,<none>
261,https://img.dapperdinos.com/dinos/YUOUsGPtz9UHXaS.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Brain,Happy Lashes,Polo Pink,<none>
262,https://img.dapperdinos.com/dinos/SnzKM7qDrxg1eEU.png,OG,5,5,6,Spiffy Blue,Yellow Spotted,Unimpressed,Mech,Chill,Tshirt Camo,<none>
263,https://img.dapperdinos.com/dinos/sr8fdgRJ43ZQaEg.png,OG,5,5,6,Elegant Red,Grey Spotted,Toothy Smile Beard,Karate,Blush,Basketball Jersey,<none>
264,https://img.dapperdinos.com/dinos/Xxpxih2QcvJyFTZ.png,OG,5,5,6,Dapper Cyan,Yellow,Toothy Smile,Short Hair Blonde,Chill,Tshirt Camo,<none>
265,https://img.dapperdinos.com/dinos/9xVrxPYf31j6L2s.png,OG,5,5,6,Dapper Cyan,Teal,Happy,King Bonehead,Blush,Labcoat,<none>
266,https://img.dapperdinos.com/dinos/fy7D7VYTkOPvmuN.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Pirate Hat,Hollow,Toga,<none>
267,https://img.dapperdinos.com/dinos/67KjfzOKPYhRnLT.png,OG,5,5,7,Elegant Red,Grey Spotted,Derpy,Rosies Red Bandana,Bliss Lashes,Suit Grey,Sunglasses
268,https://img.dapperdinos.com/dinos/0wa5CCUNroaCntp.png,OG,5,5,7,Snazzy Orange,Charcoal,Grin,Jiangshi,Happy Lashes,Cowboy Vest,Nosehorn Gold
269,https://img.dapperdinos.com/dinos/5hMH7DUwymtzf3a.png,OG,5,5,7,Elegant Red,Lava,Happy,Cycling Cap,Happy,Pepe Jacket Tshirt,3D Glasses
270,https://img.dapperdinos.com/dinos/mOQPd7HtMgMLgVz.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,Cowboy Hat,Happy,Ascot,<none>
271,https://img.dapperdinos.com/dinos/7nVzi5stWSrIFPC.png,OG,5,5,6,Nifty Yellow,Blue,Happy Beard,High Top Fade Stars,Allergies,Pepe Jacket,<none>
272,https://img.dapperdinos.com/dinos/5VRJN0SeG54iTRj.png,OG,5,5,7,Snazzy Orange,Teal Spotted,Happy,Bowler Black Emblem,Mask Dead,Polo Tiger,Nosehorn
273,https://img.dapperdinos.com/dinos/GsxmpcjW9r0S4cT.png,OG,5,5,7,Elegant Red,Charcoal,Grin,Motorcycle Helmet,Mask Happy,Tshirt Camo,Nosehorn Gold
274,https://img.dapperdinos.com/dinos/uEBzBRJXlj7S18M.png,OG,5,5,6,Crisp Green,Grey Spotted,Toothy Smile,Short Hair Brown,Blush,Suit Grey,<none>
275,https://img.dapperdinos.com/dinos/p9AkUvZ1L0Uc6B8.png,OG,5,5,6,Dapper Cyan,Grey Spotted,Happy,Pirate Hat,Hearts,Pepe Jacket,<none>
276,https://img.dapperdinos.com/dinos/vdxXDeQIcLSHe4J.png,OG,5,5,6,Dapper Cyan,Grey Spotted,Happy,Grey Hair Sweep,Happy Lashes,Suit Navy,<none>
277,https://img.dapperdinos.com/dinos/C9XtYCNbLORDKTj.png,OG,5,5,7,Nifty Yellow,Green,Tongue,Grey Hair Sweep,Allergies,Chef,Monocle
278,https://img.dapperdinos.com/dinos/sB3IVMZkc3ngFWs.png,OG,5,5,7,Snazzy Orange,Charcoal,Unimpressed,Fro,Cyclops,Crew Neck Pink,Pipe
279,https://img.dapperdinos.com/dinos/Pjz6BLwLetNL209.png,OG,5,5,6,Dapper Cyan,Green Spotted,Happy,Fedora,Mask Happy,Suit Navy,<none>
280,https://img.dapperdinos.com/dinos/XX4jzIzyWDDVzXG.png,OG,5,5,6,Nifty Yellow,Green Spotted,Grin,Sombrero,Happy,<none>,Anchor Tattoo
281,https://img.dapperdinos.com/dinos/ehBPUWz7JxYPzqj.png,OG,5,5,6,Dapper Cyan,Blue,Tongue,Grey Hair Sweep,Chill Lashes,Suit Navy,<none>
282,https://img.dapperdinos.com/dinos/7kQvMZV2hrxEs7c.png,OG,5,5,6,Crisp Green,Charcoal Spotted,Toothy Smile,Chefs Hat,Mask Happy,Suit Grey,<none>
283,https://img.dapperdinos.com/dinos/HXVZ8fJWZCaJtU1.png,OG,5,5,5,Dapper Cyan,Blue,Tongue,<none>,Mask Chill,Scarf,<none>
284,https://img.dapperdinos.com/dinos/FO2Edzugl5FEnl0.png,OG,5,5,6,Dapper Cyan,Green,Happy,King,Allergies,Suspenders,<none>
285,https://img.dapperdinos.com/dinos/kAmsT7G8uovnBOi.png,OG,5,5,6,Dapper Cyan,Blue,Happy,Grey Hair Sweep,Cyclops Lashes,Cowboy Vest,<none>
286,https://img.dapperdinos.com/dinos/kHM87E9VUAzZmFc.png,OG,5,5,7,Crisp Green,Blue,Happy,Brain,Bliss Lashes,Pirate,Nosehorn
287,https://img.dapperdinos.com/dinos/bIwHoo0S9tFeRrS.png,OG,5,5,6,Spiffy Blue,Charcoal,Toothy Smile,British,Hypno,Ascot,<none>
288,https://img.dapperdinos.com/dinos/KlIUx35R8UrPCst.png,OG,5,5,6,Dapper Cyan,Blue Spotted,Happy,Cycling Cap Bonehead,Chill Lashes,Cowboy Vest,<none>
289,https://img.dapperdinos.com/dinos/40lbdHmiOOh4QEo.png,OG,5,5,7,Elegant Red,Green Spotted,Tongue,Grey Hair Sweep,Mask Hearts,Suit Dapper Grey,Monocle
290,https://img.dapperdinos.com/dinos/033UFByXBNvZBW0.png,OG,5,5,6,Fly Magenta,Grey,Grin,Bonehead Holo,Bliss,<none>,Pearls
291,https://img.dapperdinos.com/dinos/aCRLPbcPEHkZ01r.png,OG,5,5,7,Nifty Yellow,Blue,Unimpressed,Tophat Bonehead,Chill,Tshirt Trex Grey,Pipe
292,https://img.dapperdinos.com/dinos/T75SL6eyIw4rSYR.png,OG,5,5,6,Spiffy Blue,Grey,Tongue,Soldier,Mask Dead,Pirate,<none>
293,https://img.dapperdinos.com/dinos/RoAJutpYuKyQBy4.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Karate,Mask Chill,Suspenders,<none>
294,https://img.dapperdinos.com/dinos/Psm6XRN4zUYVQiu.png,OG,5,5,6,Dapper Cyan,Yellow,Happy,Grey Beanie,Mask Happy,Hoodie Yellow,<none>
295,https://img.dapperdinos.com/dinos/1vhGbt9s9RpDKxx.png,OG,5,5,5,Dapper Cyan,Green,Two Tooth,<none>,Bliss Lashes,Suit Grey,<none>
296,https://img.dapperdinos.com/dinos/CWqity9uMKN2fL9.png,OG,5,5,7,Snazzy Orange,Yellow,Grin,Short Hair Brown,Mask Happy,Cowboy Vest,Nosehorn Gold
297,https://img.dapperdinos.com/dinos/ZYyVIF1wyT40I6C.png,OG,5,5,6,Snazzy Orange,Bubblegum,Happy,Fro,Mask Dead,Suit Dapper Grey,<none>
298,https://img.dapperdinos.com/dinos/VG5LKwOfoD8AODA.png,OG,5,5,7,Nifty Yellow,Yellow Spotted,Happy,High Top Fade,Bliss,Toga,Sunglasses White
299,https://img.dapperdinos.com/dinos/r2j2ZvIiO8em3Qk.png,OG,5,5,6,Dapper Cyan,Charcoal,Happy,Bonehead,Chill,Basketball Jersey,<none>
300,https://img.dapperdinos.com/dinos/atVtw3IViKC21QR.png,OG,5,5,6,Crisp Green,Grey Spotted,Derpy,King,Happy,Spiked Jacket,<none>
301,https://img.dapperdinos.com/dinos/fdeULQmMIrLlCod.png,OG,5,5,6,Spiffy Blue,Blue Spotted,Happy,Short Hair Brown,Hollow,Toga,<none>
302,https://img.dapperdinos.com/dinos/qh7dJKuKGFeYd2c.png,OG,5,5,6,Dapper Cyan,Yellow Spotted,Happy,Horns,Chill,Suspenders,<none>
303,https://img.dapperdinos.com/dinos/KYM8JFHa5sR6zW8.png,OG,5,5,6,Spiffy Blue,Green,Tongue,High Top Fade Stars,Mask Hypno,Chef,<none>
304,https://img.dapperdinos.com/dinos/FbbA8rQhU1oYjY0.png,OG,5,5,6,Crisp Green,Grey,Grin,Cap Neon,Mask Hearts,Spiked Jacket,<none>
305,https://img.dapperdinos.com/dinos/a6s0hm03paRqeD6.png,OG,5,5,5,Dapper Cyan,Blue,Happy,Grey Hair Sweep,Happy Lashes,<none>,<none>
