Dino Number,Shield,Strength,Health,Attack,Speed,Brain
996,61,51,60,62,51,73
997,56,57,54,48,58,48
998,54,51,66,71,48,62
999,58,63,52,64,50,58
1000,59,60,58,69,51,42
1001,51,62,57,57,48,59
1002,51,72,52,64,48,54
1003,51,69,47,49,46,69
1004,55,75,65,60,47,61
1005,55,43,62,53,65,62
1006,67,50,78,66,61,73
1007,53,56,44,52,50,61
1008,57,39,51,75,56,57
1009,55,53,52,55,60,42
1010,49,55,57,55,52,47
1011,54,56,54,60,63,63
1012,61,50,59,62,61,53
1013,55,51,47,62,59,53
1014,71,58,67,53,49,59
1015,53,46,46,59,49,52
1016,56,65,45,66,42,46
1017,65,45,56,66,50,48
1018,50,57,55,65,51,58
1019,55,52,56,61,51,54
1020,53,54,53,57,56,63
1021,55,49,55,66,51,49
1022,60,50,55,65,50,65
1023,55,47,52,66,50,46
1024,54,52,48,58,53,52
1025,54,59,62,76,70,60
1026,56,49,59,60,48,62
1027,51,62,65,68,61,64
1028,57,45,54,46,61,65
1029,56,59,56,59,61,43
1030,59,59,52,56,66,56
1031,67,50,78,62,61,74
1032,52,68,51,66,62,46
1033,68,60,49,55,46,44
1034,73,57,50,67,51,37
1035,55,44,46,73,47,49
1036,65,53,60,53,59,44
1037,55,46,49,79,45,42
1038,57,56,55,64,47,43
1039,76,46,51,53,45,50
1040,54,56,52,59,51,66
1041,60,61,60,53,51,58
1042,58,53,59,69,47,61
1043,65,39,55,56,49,58
1044,58,51,58,58,54,40
1045,57,44,55,58,51,44
1046,69,57,46,64,52,40
1047,52,43,49,66,50,47
1048,48,72,57,61,49,60
1049,66,52,60,60,49,46
1050,56,55,48,49,53,45
1051,54,55,66,66,61,57
1052,58,68,47,76,46,41
1053,55,52,63,57,52,60
1054,54,56,46,50,45,63
1055,57,46,51,62,50,43
1056,71,68,62,56,49,61
1057,62,70,55,58,67,54
1058,56,56,47,58,54,40
1059,63,52,50,60,54,53
1060,57,51,51,59,47,41
1061,57,56,55,57,72,42
1062,50,59,69,84,44,57
1063,56,58,52,70,47,55
1064,45,56,50,66,54,57
1065,51,48,47,59,48,41
1066,54,64,58,66,46,64
1067,53,52,51,62,60,64
1068,64,50,54,49,57,40
1069,57,42,52,62,64,41
1070,54,69,50,55,56,56
1071,56,46,63,64,47,54
1072,64,61,50,61,51,41
1073,58,48,71,69,48,60
1074,57,67,52,57,48,64
1075,53,49,53,60,56,52
1076,51,55,56,66,55,58
1077,64,48,58,66,66,65
1078,52,47,52,51,56,47
1079,50,55,57,69,67,60
1080,59,55,50,61,47,45
1081,48,73,54,64,58,46
1082,57,44,52,56,50,45
1083,77,43,57,56,47,52
1084,56,49,56,65,45,64
1085,49,71,49,51,51,45
1086,63,66,52,58,52,41
1087,68,58,56,55,47,40
1088,67,65,66,58,50,46
1089,50,62,54,59,53,45
1090,55,56,54,70,54,55
1091,62,60,70,60,65,58
1092,52,55,57,58,50,59
1093,54,64,55,59,67,45
1094,57,46,49,65,46,48
1095,70,51,66,64,47,75
1096,57,65,52,57,45,43
1097,53,60,56,70,49,57
1098,58,66,49,66,50,56
1099,69,64,71,68,54,57
1100,56,50,49,66,46,44
1101,51,42,52,60,59,46
1102,66,64,67,47,54,62
1103,58,47,43,59,45,49
1104,50,57,51,49,49,52
1105,64,48,47,65,58,41
1106,63,51,52,63,53,47
1107,66,48,60,50,46,57
1108,51,59,56,58,49,54
1109,58,44,50,63,56,54
1110,56,54,49,64,49,51
1111,53,78,50,55,61,42
1112,58,57,74,63,64,76
1113,56,43,57,55,51,53
1114,59,54,60,63,57,57
1115,52,62,54,55,60,45
1116,66,51,54,57,45,43
1117,54,68,63,59,47,48
1118,52,46,57,65,45,46
1119,71,41,47,59,58,51
1120,43,58,51,45,66,46
1121,53,55,51,64,50,60
1122,48,48,46,57,65,48
1123,56,57,60,55,56,58
1124,56,61,58,68,63,67
1125,59,68,65,61,60,60
1126,50,65,49,62,55,49
1127,73,46,63,62,58,64
1128,60,61,66,67,51,62
1129,48,51,54,59,54,54
1130,50,56,48,56,62,41
1131,61,40,48,53,67,50
1132,62,44,59,67,51,41
1133,70,62,50,60,48,46
1134,60,51,66,66,61,57
1135,48,61,50,53,47,42
1136,55,53,58,62,60,39
1137,53,60,53,51,49,60
1138,58,55,48,58,53,42
1139,63,57,53,61,56,42
1140,53,54,51,60,56,42
1141,61,46,53,60,57,65
1142,52,51,56,59,49,50
1143,62,59,53,52,64,53
1144,54,43,56,60,54,46
1145,66,53,49,60,61,40
1146,45,74,78,50,78,84
1147,62,58,61,73,54,42
1148,58,56,56,60,61,61
1149,50,48,57,57,59,59
1150,61,60,55,60,50,40
1151,64,58,51,53,53,45
1152,57,59,71,69,59,76
1153,60,57,52,55,51,59
1154,62,54,50,60,45,44
1155,55,57,47,54,55,41
1156,54,57,47,50,74,60
1157,55,57,50,53,52,41
1158,55,73,48,59,50,59
1159,66,54,70,62,55,59
1160,58,39,55,61,68,49
1161,51,47,57,56,63,60
1162,57,46,69,62,49,75
1163,60,48,46,58,67,46
1164,56,47,68,65,69,73
1165,74,53,55,57,47,58
1166,53,72,48,58,51,43
1167,51,47,51,54,45,64
1168,53,39,52,50,51,57
1169,60,50,48,60,56,41
1170,53,61,48,57,63,41
1171,54,44,47,59,49,57
1172,70,59,51,61,51,39
1173,46,46,43,64,50,59
1174,60,62,59,56,69,44
1175,51,62,56,51,54,45
1176,58,48,71,53,69,63
1177,55,50,50,61,58,57
1178,69,62,52,53,76,45
1179,56,40,57,61,59,46
1180,59,53,56,60,44,61
1181,54,56,74,76,63,43
1182,53,64,49,68,47,40
1183,58,47,55,54,56,56
1184,48,53,54,66,67,59
1185,51,43,49,63,49,44
1186,68,66,63,55,51,65
1187,62,62,44,62,51,43
1188,58,57,53,62,53,57
1189,61,52,53,60,50,44
1190,48,59,61,61,59,60
1191,62,57,58,61,45,61
1192,52,59,54,58,49,47
1193,48,73,63,70,81,81
1194,50,72,71,61,55,59
1195,56,64,51,51,59,37
1196,56,57,54,64,44,49
1197,55,56,62,80,50,60
1198,57,59,48,65,51,50
1199,62,50,49,53,63,41
1200,58,44,48,60,46,61
1201,59,63,59,54,49,56
1202,50,59,51,61,46,43
1203,55,50,48,57,48,48
1204,71,47,52,63,48,53
1205,50,70,65,69,64,59
1206,53,60,57,65,49,41
1207,59,53,66,65,59,60
1208,67,71,65,62,62,59
1209,55,62,48,61,60,41
1210,53,56,51,58,51,62
1211,57,69,62,66,66,59
1212,48,79,48,63,55,50
1213,52,58,55,59,64,54
1214,56,49,67,67,51,57
1215,54,43,53,73,57,54
1216,65,57,60,55,56,58
1217,49,53,48,61,58,59
1218,46,40,66,74,48,59
1219,55,37,59,78,54,44
1220,57,58,54,58,53,57
1221,60,52,61,62,69,48
1222,53,57,60,58,63,56
1223,48,66,59,63,52,50
1224,68,76,77,42,74,84
1225,55,56,52,62,67,41
1226,60,41,47,55,54,51
1227,52,63,47,64,49,49
1228,57,53,58,60,61,50
1229,51,45,56,65,49,51
1230,51,68,45,58,56,44
1231,53,63,74,65,48,58
1232,62,43,65,59,45,74
1233,44,50,45,53,50,42
1234,64,38,53,67,48,52
1235,52,72,52,55,50,56
1236,57,57,59,60,49,58
1237,57,54,59,60,70,49
1238,64,41,69,63,61,62
1239,55,55,79,67,56,51
1240,57,49,52,63,61,54
1241,70,42,53,69,51,63
1242,48,80,53,64,60,39
1243,58,45,53,55,68,50
1244,60,52,61,53,64,61
1245,55,70,51,61,72,42
1246,52,48,49,51,51,44
1247,56,56,59,55,49,48
1248,62,54,53,60,45,45
1249,53,49,48,58,48,47
1250,57,52,52,56,50,47
1251,50,59,59,57,60,63
1252,51,59,63,53,60,57
1253,57,45,47,61,48,48
1254,52,55,66,64,70,56
1255,59,60,72,67,65,60
1256,56,46,57,48,59,63
1257,56,61,48,67,51,38
1258,63,58,51,61,54,56
1259,55,47,55,56,44,44
1260,63,56,58,60,57,60
1261,67,55,64,70,76,43
1262,55,62,53,75,48,59
1263,56,64,58,53,53,59
1264,55,51,62,62,52,58
1265,62,47,44,47,58,40
1266,59,57,57,54,47,63
1267,59,54,55,64,51,54
1268,55,83,75,57,56,45
1269,50,75,77,63,77,41
1270,57,64,68,66,47,74
1271,61,51,49,52,49,52
1272,59,47,60,61,65,64
1273,49,51,56,62,42,58
1274,62,46,45,48,49,57
1275,58,46,55,59,51,41
1276,69,46,69,67,58,60
1277,63,56,52,59,50,38
1278,53,59,56,45,47,46
1279,51,63,70,63,73,48
1280,51,53,50,49,47,55
1281,56,63,61,52,45,48
1282,65,58,66,54,67,49
1283,55,68,55,55,47,57
1284,50,59,61,67,57,66
1285,55,52,58,54,53,42
1286,70,55,51,63,50,57
1287,66,71,60,59,55,51
1288,50,54,52,56,66,45
1289,54,59,58,54,50,64
1290,58,52,51,53,47,46
1291,59,56,46,54,47,64
1292,56,56,51,50,52,44
1293,60,68,61,60,45,55
1294,55,44,51,55,48,61
1295,58,63,47,56,50,44
1296,52,74,60,59,49,43
1297,58,58,51,59,51,57
1298,58,66,58,54,50,51
1299,53,58,58,56,47,58
1300,58,57,45,60,48,45
1301,50,59,51,59,59,45
1302,54,54,58,57,54,63
1303,61,57,61,65,46,37
1304,64,60,61,62,57,41
1305,55,53,53,54,57,46
1306,57,50,60,63,50,55
1307,48,64,48,53,53,47
1308,59,60,66,52,47,58
1309,59,51,51,62,49,59
1310,55,61,67,58,53,73
1311,53,58,62,75,50,58
1312,63,48,68,60,50,58
1313,71,54,65,61,49,61
1314,66,50,53,71,47,45
1315,56,69,53,66,45,54
1316,70,53,47,61,48,43
1317,55,56,72,58,68,53
1318,67,59,48,55,54,43
1319,54,58,48,63,69,44
1320,61,66,66,57,67,48
1321,43,78,58,48,75,43
1322,56,67,68,54,56,58
1323,56,56,57,51,45,52
1324,71,65,53,49,59,55
1325,54,66,52,61,45,40
1326,54,55,55,62,51,53
1327,57,51,47,59,55,52
1328,58,70,51,61,48,58
1329,71,51,45,52,51,47
1330,56,54,59,56,54,57
1331,58,68,50,59,49,44
1332,58,56,58,55,53,51
1333,73,64,73,51,67,61
1334,53,59,71,67,63,56
1335,58,50,50,50,52,54
1336,49,61,59,66,61,43
1337,52,47,47,71,44,64
1338,54,61,56,48,71,60
1339,58,66,51,69,50,62
1340,58,54,57,58,47,61
1341,64,46,47,63,53,56
1342,54,61,49,63,51,46
1343,65,63,51,62,50,56
1344,57,43,50,64,49,57
1345,46,50,55,62,48,45
1346,53,63,57,62,55,51
1347,71,37,51,65,49,57
1348,53,50,53,58,54,62
1349,71,70,50,65,49,41
1350,55,48,49,61,51,64
1351,48,70,50,63,51,59
1352,60,43,47,69,63,39
1353,67,53,64,66,58,61
1354,44,62,59,61,49,51
1355,57,47,49,63,59,48
1356,58,52,50,56,63,56
1357,61,60,61,60,49,72
1358,57,54,52,45,62,39
1359,61,61,56,52,49,44
1360,51,44,50,65,48,50
1361,52,54,67,59,78,56
1362,57,55,48,62,48,45
1363,54,78,59,59,49,54
1364,52,60,51,51,57,54
1365,56,44,48,58,57,54
1366,59,42,54,53,51,62
1367,63,49,54,74,51,46
1368,57,48,53,54,44,57
1369,70,68,72,51,81,80
1370,50,42,56,63,57,57
1371,55,45,62,59,45,62
1372,59,47,60,71,59,43
1373,58,55,51,66,49,43
1374,54,45,54,56,62,42
1375,48,58,57,49,49,60
1376,54,56,63,55,49,55
1377,56,45,51,57,58,57
1378,54,62,67,55,57,67
1379,61,51,45,55,51,59
1380,56,52,56,67,51,45
1381,53,60,55,61,50,46
1382,53,63,61,75,47,63
1383,42,40,47,59,54,43
1384,50,55,48,53,47,55
1385,63,47,57,69,52,43
1386,51,65,54,44,45,66
1387,56,56,65,55,57,53
1388,51,60,52,62,51,58
1389,53,67,50,61,49,45
1390,67,53,67,64,65,66
1391,74,54,49,61,44,44
1392,70,50,46,52,50,43
1393,53,57,49,59,49,43
1394,65,51,59,54,46,78
1395,60,46,55,71,59,64
1396,50,44,50,62,50,63
1397,55,45,48,61,44,50
1398,51,44,50,56,50,62
1399,57,60,56,60,52,72
1400,45,55,59,52,67,43
1401,56,58,60,65,61,73
1402,62,64,68,66,42,61
1403,58,45,57,72,60,41
1404,56,46,46,69,53,49
1405,76,47,50,66,49,40
1406,57,62,65,47,52,56
1407,56,68,59,70,52,58
1408,65,67,71,57,52,58
1409,60,67,53,57,47,64
1410,62,58,54,60,48,57
1411,64,60,55,56,43,44
1412,56,51,52,60,48,42
1413,55,53,48,63,62,54
1414,48,57,45,54,50,45
1415,58,41,58,66,66,57
1416,53,57,49,55,55,42
1417,55,41,50,58,54,53
1418,58,63,60,66,51,42
1419,62,46,52,75,52,51
1420,70,68,55,53,53,36
1421,74,52,52,64,52,41
1422,59,53,51,49,54,59
1423,60,56,51,58,55,56
1424,61,57,49,60,69,53
1425,65,58,62,65,67,63
1426,64,63,48,60,51,40
1427,64,54,50,58,52,58
1428,58,55,50,59,52,66
1429,54,58,70,56,56,63
1430,54,57,46,60,50,44
1431,55,52,58,60,51,58
1432,65,56,52,65,53,50
1433,69,49,52,63,52,41
1434,58,62,56,52,58,64
1435,77,51,55,51,60,55
1436,57,72,48,64,51,50
1437,76,64,67,62,54,67
1438,70,52,67,55,68,50
1439,58,64,61,69,51,40
1440,60,63,51,66,59,41
1441,55,51,52,53,54,54
1442,59,54,50,65,60,58
1443,53,59,42,71,53,47
1444,69,62,69,59,64,59
1445,63,44,52,63,54,64
1446,58,66,57,53,46,39
1447,65,65,58,59,54,44
1448,62,52,70,63,50,74
1449,60,57,72,66,59,43
1450,51,52,50,63,67,40
1451,51,57,51,51,45,57
1452,52,43,57,50,61,73
1453,62,55,58,54,46,79
1454,62,60,56,56,64,64
1455,59,50,51,60,48,43
1456,57,60,55,64,46,45
1457,54,43,51,57,50,79
1458,52,60,54,58,52,48
1459,67,45,46,53,52,43
1460,43,69,65,57,59,59
1461,47,43,51,54,48,46
1462,64,57,64,62,64,63
1463,51,51,63,70,47,56
1464,53,53,48,60,54,46
1465,72,60,53,63,59,40
1466,62,54,47,58,54,46
1467,61,47,51,61,51,63
1468,53,46,56,67,58,41
1469,50,59,59,56,53,65
1470,57,45,48,62,47,49
1471,50,53,50,61,53,43
1472,56,54,59,58,47,58
1473,54,54,68,59,66,54
1474,59,65,49,57,48,54
1475,63,65,57,56,55,44
1476,60,43,57,73,60,49
1477,57,47,54,65,68,44
1478,64,62,63,61,61,57
1479,56,55,48,58,55,40
1480,57,43,59,62,69,62
1481,53,55,61,59,57,46
1482,51,75,63,56,60,59
1483,56,67,59,64,67,66
1484,53,58,54,70,53,52
1485,57,55,61,58,64,49
1486,55,50,56,66,51,56
1487,52,56,44,58,55,55
1488,51,75,73,61,50,69
1489,63,70,55,63,63,44
1490,50,53,77,75,47,57
1491,63,62,53,54,48,44
1492,62,56,68,70,54,47
1493,52,56,61,66,53,64
1494,50,46,48,64,45,41
1495,73,58,67,54,75,45
1496,57,54,50,64,43,46
1497,54,75,50,62,55,56
1498,57,62,56,54,52,60
1499,62,63,58,56,49,58
1500,58,46,48,58,58,60
1501,60,59,57,53,59,43
1502,59,71,51,63,49,44
1503,59,63,51,58,52,55
1504,71,66,57,68,56,46
1505,63,57,58,53,50,42
1506,55,40,50,51,51,49
1507,78,42,51,59,50,56
1508,48,54,56,79,46,64
1509,44,47,50,43,67,44
1510,45,74,66,57,78,79
1511,55,45,46,57,51,45
1512,73,68,55,57,47,44
1513,54,45,61,50,51,63
1514,61,52,65,48,66,57
1515,62,61,54,59,59,44
1516,58,51,47,59,56,42
1517,57,43,60,73,54,46
1518,59,68,61,53,48,64
1519,55,47,46,46,54,48
1520,57,44,44,56,56,49
1521,50,61,61,71,64,61
1522,50,57,60,59,46,41
1523,54,58,59,70,49,37
1524,53,65,57,65,58,58
1525,55,41,63,73,50,66
1526,51,56,49,64,66,43
1527,49,75,50,64,72,43
1528,66,63,51,51,44,58
1529,53,48,50,60,45,55
1530,53,60,50,66,67,48
1531,53,50,59,52,51,59
1532,52,62,52,57,47,61
1533,43,82,67,55,77,74
1534,54,49,58,58,45,50
1535,53,55,55,65,57,61
1536,58,57,47,56,51,61
1537,54,60,54,58,54,57
1538,55,53,65,59,50,61
1539,51,44,53,48,69,60
1540,57,55,47,62,45,43
1541,59,51,52,63,48,38
1542,63,62,53,51,48,48
1543,61,64,49,52,50,44
1544,56,51,54,60,50,52
1545,55,67,53,47,50,41
1546,54,43,67,71,50,67
1547,54,57,49,55,49,38
1548,55,64,54,62,52,63
1549,63,46,55,69,64,50
1550,53,47,57,65,53,40
1551,52,63,49,69,49,60
1552,57,48,46,48,56,51
1553,61,57,65,69,64,59
1554,59,58,57,62,46,48
1555,53,52,51,52,54,43
1556,52,49,53,60,69,60
1557,64,59,50,50,47,42
1558,52,50,66,60,74,59
1559,67,49,52,70,56,51
1560,53,51,52,62,47,44
1561,50,44,52,63,55,49
1562,56,50,67,78,67,44
1563,54,48,50,55,50,46
1564,61,51,67,59,60,58
1565,48,51,52,54,52,47
1566,71,51,49,53,63,49
1567,53,42,48,67,49,41
1568,52,71,51,70,60,41
1569,55,60,49,57,65,43
1570,53,65,71,56,55,62
1571,67,54,76,59,50,77
1572,58,60,69,63,75,42
1573,62,49,50,57,54,62
1574,63,70,50,55,59,45
1575,61,42,53,67,49,47
1576,57,70,52,53,59,48
1577,63,67,67,56,47,50
1578,54,77,47,67,47,55
1579,53,65,55,64,52,43
1580,51,65,51,68,44,52
1581,63,48,56,64,65,57
1582,62,52,48,55,50,46
1583,41,54,63,57,46,66
1584,41,51,61,64,45,59
1585,67,51,48,46,48,45
1586,58,58,61,63,42,61
1587,56,50,63,57,46,62
1588,58,58,52,52,45,42
1589,45,78,66,53,75,72
1590,58,58,58,58,47,62
1591,63,44,60,61,50,61
1592,52,47,49,59,54,47
1593,62,48,51,48,53,64
1594,62,51,46,57,53,42
1595,55,48,48,58,61,45
1596,49,57,50,56,65,39
1597,56,43,48,62,47,66
1598,54,74,49,61,54,49
1599,54,44,51,59,59,47
1600,57,48,61,63,76,44
1601,54,52,58,61,60,65
1602,58,49,67,54,52,80
1603,56,49,65,68,51,59
1604,46,44,58,52,56,53
1605,54,58,52,72,49,43
1606,49,49,45,60,53,43
1607,60,61,49,51,47,44
1608,60,58,57,47,55,64
1609,53,58,52,61,54,56
1610,62,52,59,54,67,59
1611,62,60,55,47,60,39
1612,57,60,48,63,58,45
1613,65,46,58,68,53,57
1614,54,45,54,62,57,54
1615,62,56,54,53,63,46
1616,54,60,59,59,46,69
1617,71,69,63,52,50,62
1618,55,48,46,58,49,48
1619,52,44,59,65,45,58
1620,53,53,68,69,60,45
1621,57,50,54,60,51,63
1622,47,50,50,59,58,47
1623,56,60,56,68,50,53
1624,60,41,63,54,65,69
1625,57,59,43,61,51,44
1626,41,78,52,60,51,44
1627,59,57,49,56,62,51
1628,54,56,56,52,48,61
1629,55,43,55,63,64,59
1630,52,61,60,75,61,55
1631,59,57,56,59,54,53
1632,65,67,66,56,52,62
1633,61,48,50,53,60,61
1634,55,47,50,53,59,45
1635,56,71,51,58,51,43
1636,57,45,63,66,56,59
1637,49,43,69,61,56,74
1638,70,46,49,54,65,55
1639,55,56,61,48,50,57
1640,64,71,60,61,47,43
1641,59,64,46,42,69,45
1642,56,51,59,67,50,58
1643,58,55,64,58,61,76
1644,65,44,51,60,69,54
1645,52,66,60,54,54,55
1646,55,65,51,66,55,60
1647,54,62,50,51,46,62
1648,58,72,63,58,72,52
1649,61,53,61,59,52,63
1650,57,46,49,66,43,56
1651,58,42,61,58,60,58
1652,55,79,48,54,48,57
1653,55,46,46,57,54,45
1654,48,67,50,46,51,49
1655,63,51,70,62,50,64
1656,58,51,47,62,57,41
1657,56,57,57,54,58,54
1658,56,45,48,65,52,41
1659,54,49,43,60,62,41
1660,67,57,52,55,49,36
1661,55,45,55,64,50,40
1662,56,54,58,54,52,61
1663,61,60,57,70,70,51
1664,58,55,58,63,75,58
1665,62,54,43,54,62,40
1666,56,51,53,62,51,54
1667,52,54,53,66,62,43
1668,53,56,55,50,58,50
1669,59,57,51,64,64,39
1670,58,56,75,63,47,74
1671,62,52,54,64,62,60
1672,57,54,58,68,50,58
1673,58,42,58,63,49,62
1674,51,41,50,56,65,46
1675,57,47,48,63,48,57
1676,54,57,55,56,66,44
1677,50,63,49,50,50,49
1678,57,69,48,55,48,44
1679,58,55,47,51,61,45
1680,42,58,62,61,55,60
1681,58,45,45,71,48,48
1682,53,62,48,59,51,48
1683,52,59,60,63,50,59
1684,51,69,62,65,65,63
1685,64,60,58,54,61,43
1686,58,55,67,59,71,62
1687,68,55,74,55,45,58
1688,54,66,56,58,43,41
1689,59,61,70,59,59,48
1690,61,43,61,55,49,75
1691,69,49,42,52,48,42
1692,54,72,49,62,48,53
1693,60,49,49,53,49,43
1694,55,56,57,50,60,50
1695,47,54,44,64,48,50
1696,57,57,67,63,56,62
1697,55,58,52,60,56,58
1698,61,63,63,58,59,60
1699,52,65,51,75,49,46
1700,57,39,48,66,56,44
1701,57,42,55,63,57,46
1702,47,72,57,61,47,61
1703,46,69,54,66,61,58
1704,56,71,60,68,57,58
1705,53,48,55,54,53,42
1706,61,52,46,46,59,45
1707,53,72,48,62,50,51
1708,52,43,54,62,64,42
1709,56,63,49,56,44,60
1710,54,58,49,57,55,60
1711,60,47,57,44,52,61
1712,50,38,56,64,56,54
1713,57,47,56,65,64,59
1714,50,55,62,57,48,79
1715,51,53,58,61,52,61
1716,50,53,63,63,55,59
1717,59,58,51,58,49,57
1718,67,56,55,47,52,73
1719,60,57,52,61,49,56
1720,69,45,54,52,60,60
1721,50,49,46,48,56,56
1722,53,62,51,58,48,67
1723,59,40,43,58,46,48
1724,65,52,50,57,44,47
1725,61,48,60,70,51,60
1726,67,51,51,65,67,45
1727,54,49,54,49,62,63
1728,57,55,54,60,49,77
1729,56,58,51,57,69,45
1730,51,58,45,51,56,47
1731,78,58,67,60,59,39
1732,56,44,61,63,61,61
1733,54,68,52,60,49,48
1734,54,39,52,50,65,44
1735,58,58,51,64,67,38
1736,55,66,56,65,49,50
1737,61,63,46,47,49,40
1738,57,43,59,62,62,60
1739,61,55,64,72,53,60
1740,60,51,52,65,48,44
1741,55,61,45,57,51,43
1742,44,69,62,59,81,81
1743,59,64,48,48,52,45
1744,50,56,62,69,69,42
1745,55,52,56,57,46,57
1746,60,54,57,55,55,54
1747,73,43,60,55,51,55
1748,63,57,64,64,60,42
1749,52,72,49,54,45,59
1750,56,70,59,62,60,56
1751,54,67,72,70,55,57
1752,55,59,60,56,56,41
1753,51,57,54,55,65,59
1754,62,58,46,63,50,45
1755,63,50,76,55,55,74
1756,50,42,56,65,74,44
1757,58,66,54,75,61,47
1758,54,56,48,66,51,42
1759,69,59,66,52,55,62
1760,53,57,60,63,74,47
1761,55,48,56,60,53,65
1762,60,45,47,72,60,42
1763,62,59,66,50,44,60
1764,64,52,53,52,49,59
1765,50,50,60,60,73,59
1766,53,58,66,52,59,70
1767,57,59,68,53,64,57
1768,74,49,57,62,46,67
1769,58,54,55,55,49,51
1770,59,59,53,67,58,44
1771,57,50,45,50,70,44
1772,41,55,58,57,66,60
1773,71,54,62,69,53,53
1774,60,52,58,53,41,63
1775,56,42,51,51,49,43
1776,53,66,65,68,55,55
1777,53,48,55,57,61,49
1778,52,59,67,59,58,59
1779,61,59,61,62,47,56
1780,59,64,71,54,62,57
1781,57,60,46,64,46,50
1782,60,52,52,58,50,39
1783,63,54,57,66,63,56
1784,57,60,50,67,46,43
1785,65,53,66,67,54,63
1786,46,45,49,56,71,53
1787,61,47,62,65,48,53
1788,50,57,56,58,55,40
1789,51,47,53,66,58,49
1790,52,49,66,78,64,54
1791,57,58,62,65,56,56
1792,69,50,50,57,57,43
1793,52,64,48,61,61,41
1794,55,73,66,68,60,63
1795,58,41,56,57,50,41
1796,53,72,48,63,48,50
1797,54,46,53,62,50,59
1798,64,44,51,58,52,43
1799,63,55,56,61,66,52
1800,59,66,44,63,51,44
1801,59,59,51,67,49,59
1802,52,47,45,62,52,45
1803,57,47,58,58,47,48
1804,56,58,52,64,50,46
1805,70,54,48,57,40,48
1806,57,61,55,59,57,57
1807,59,43,67,54,71,60
1808,55,39,72,51,73,58
1809,47,63,50,52,48,55
1810,74,72,64,45,74,82
1811,75,71,50,62,46,45
1812,59,43,47,67,49,44
1813,58,60,56,68,48,61
1814,49,57,58,44,73,52
1815,63,53,51,63,51,51
1816,60,44,54,71,47,51
1817,66,59,56,49,58,46
1818,56,55,72,52,67,64
1819,61,50,49,62,55,63
1820,54,61,56,56,49,53
1821,77,51,54,55,53,63
1822,48,41,50,54,51,46
1823,56,51,56,63,54,56
1824,51,55,44,63,46,60
1825,53,42,49,64,52,46
1826,59,57,52,47,51,62
1827,50,48,51,64,48,43
1828,51,69,82,62,61,63
1829,67,61,66,68,49,48
1830,48,64,50,55,48,48
1831,49,77,51,58,60,49
1832,63,60,66,59,49,59
1833,57,44,48,74,45,59
1834,67,55,60,55,50,50
1835,51,46,57,60,53,64
1836,62,61,52,73,49,45
1837,60,68,51,73,57,46
1838,56,63,70,47,52,80
1839,56,57,52,57,60,45
1840,62,50,45,59,47,54
1841,50,64,47,57,48,45
1842,51,70,46,53,51,48
1843,55,56,54,57,51,45
1844,66,59,63,62,50,56
1845,43,58,49,53,55,44
1846,56,65,59,56,58,46
1847,55,47,56,61,53,42
1848,52,44,52,69,58,42
1849,59,53,59,61,62,43
1850,56,54,49,57,53,41
1851,57,65,65,64,49,59
1852,59,77,53,48,48,41
1853,55,46,61,69,49,46
1854,57,65,52,50,45,37
1855,55,55,53,55,59,60
1856,59,43,63,67,60,57
1857,47,72,52,63,53,58
1858,74,71,62,61,55,47
1859,55,61,63,63,50,55
1860,66,65,46,56,57,43
1861,61,46,59,57,64,59
1862,54,53,66,61,68,64
1863,56,44,60,72,62,62
1864,66,50,49,55,67,43
1865,44,54,55,62,65,48
1866,60,59,58,52,55,75
1867,59,65,73,70,59,58
1868,54,47,48,68,48,42
1869,54,41,51,52,45,41
1870,56,43,55,59,53,48
1871,55,48,57,58,49,53
1872,51,61,62,64,54,40
1873,57,53,53,62,63,43
1874,60,63,53,63,53,57
1875,67,77,71,61,49,73
1876,54,68,50,68,52,41
1877,60,48,46,61,47,62
1878,66,56,58,66,47,45
1879,55,54,47,70,48,47
1880,63,46,46,58,45,61
1881,58,52,65,64,52,56
1882,59,62,52,56,51,45
1883,55,58,53,68,62,40
1884,56,54,51,63,58,66
1885,59,56,59,67,49,49
1886,60,53,44,59,54,47
1887,53,49,53,57,53,42
1888,59,49,49,68,47,46
1889,67,48,49,55,55,45
1890,54,64,51,60,51,47
1891,48,66,53,50,53,43
1892,56,61,57,71,48,51
1893,54,48,48,64,48,43
1894,50,51,45,59,48,46
1895,49,66,59,48,53,58
1896,57,59,62,61,48,56
1897,56,46,47,57,67,46
1898,58,41,64,57,55,58
1899,59,47,63,67,51,44
1900,43,54,54,63,50,46
1901,54,50,45,55,52,46
1902,64,59,72,60,64,38
1903,51,57,59,54,49,50
1904,57,57,56,51,66,74
1905,52,65,51,46,49,62
1906,53,50,70,60,50,68
1907,49,59,58,60,51,39
1908,60,61,53,61,63,42
1909,55,56,56,54,57,61
1910,49,62,66,58,67,76
1911,58,40,50,72,46,45
1912,60,59,62,59,54,49
1913,59,48,53,68,52,42
1914,53,53,60,74,61,59
1915,51,59,50,63,68,59
1916,53,49,58,67,51,54
1917,54,49,46,62,47,43
1918,52,63,69,68,51,57
1919,49,57,54,57,47,62
